DateTime,Flow,Bottle
3/9/21 17:20,2.569,
3/9/21 17:25,2.788,
3/9/21 17:30,2.897,
3/9/21 17:35,3.074,
3/9/21 17:40,3.049,
3/9/21 17:45,3.137,
3/9/21 17:50,3.215,
3/9/21 17:55,3.251,
3/9/21 18:00,3.257,
3/9/21 18:05,3.226,
3/9/21 18:10,3.183,
3/9/21 18:15,3.221,
3/9/21 18:20,3.152,
3/9/21 18:25,3.164,
3/9/21 18:30,3.147,
3/9/21 18:35,3.044,
3/9/21 18:40,2.893,
3/9/21 18:45,2.861,
3/9/21 18:50,2.821,
3/9/21 18:55,2.809,
3/9/21 19:00,2.696,
3/9/21 19:05,2.611,
3/9/21 19:10,2.597,
3/9/21 19:15,2.394,
3/9/21 19:20,2.346,
3/9/21 19:25,2.346,
3/9/21 19:30,2.289,
3/9/21 19:35,2.248,
3/9/21 19:40,2.207,
3/9/21 19:45,2.066,
3/9/21 19:50,1.952,
3/9/21 19:55,1.888,
3/9/21 20:00,1.925,
3/9/21 20:05,1.774,
3/9/21 20:10,1.801,
3/9/21 20:15,1.742,
3/9/21 20:20,1.676,
3/9/21 20:25,1.566,
3/9/21 20:30,1.499,
3/9/21 20:35,1.571,
3/9/21 20:40,1.551,
3/9/21 20:45,1.353,
3/9/21 20:50,1.358,
3/9/21 20:55,1.285,
3/9/21 21:00,1.337,
3/9/21 21:05,1.363,
3/9/21 21:10,1.234,
3/9/21 21:15,1.192,
3/9/21 21:20,1.144,
3/9/21 21:25,1.192,
3/9/21 21:30,1.134,
3/9/21 21:35,1.088,
3/9/21 21:40,1.088,
3/9/21 21:45,1.066,
3/9/21 21:50,0.999,
3/9/21 21:55,1.045,
3/9/21 22:00,0.979,
3/9/21 22:05,0.967,
3/9/21 22:10,0.952,
3/9/21 22:15,0.78,
3/9/21 22:20,0.801,
3/9/21 22:25,0.848,
3/9/21 22:30,0.895,
3/9/21 22:35,0.796,
3/9/21 22:40,0.77,
3/9/21 22:45,0.759,
3/9/21 22:50,0.812,
3/9/21 22:55,0.677,
3/9/21 23:00,0.708,
3/9/21 23:05,0.64,
3/9/21 23:10,0.681,
3/9/21 23:15,0.754,
3/9/21 23:20,0.697,
3/9/21 23:25,0.656,
3/9/21 23:30,0.593,
3/9/21 23:33,,
3/9/21 23:35,0.572,
3/9/21 23:40,0.572,
3/9/21 23:45,0.609,
3/9/21 23:50,0.562,
3/9/21 23:55,0.603,
3/10/21 0:00,0.53,
3/10/21 0:05,0.557,
3/10/21 0:10,0.609,
3/10/21 0:15,0.541,
3/10/21 0:20,0.449,
3/10/21 0:25,0.488,
3/10/21 0:30,0.463,
3/10/21 0:35,0.515,
3/10/21 0:40,0.474,
3/10/21 0:45,0.499,
3/10/21 0:50,0.504,
3/10/21 0:55,0.479,
3/10/21 1:00,0.38,
3/10/21 1:05,0.478,
3/10/21 1:10,0.505,
3/10/21 1:15,0.438,
3/10/21 1:20,0.385,
3/10/21 1:25,0.416,
3/10/21 1:30,0.39,
3/10/21 1:35,0.447,
3/10/21 1:40,0.463,
3/10/21 1:45,0.489,
3/10/21 1:50,0.417,
3/10/21 1:55,0.385,
3/10/21 2:00,0.385,
3/10/21 2:05,0.374,
3/10/21 2:10,0.39,
3/10/21 2:15,0.339,
3/10/21 2:20,0.359,
3/10/21 2:25,0.328,
3/10/21 2:30,0.302,
3/10/21 2:35,0.38,
3/10/21 2:40,0.375,
3/10/21 2:45,0.302,
3/10/21 2:50,0.364,
3/10/21 2:55,0.338,
3/10/21 3:00,0.327,
3/10/21 3:05,0.312,
3/10/21 3:10,0.292,
3/10/21 3:15,0.307,
3/10/21 3:20,0.318,
3/10/21 3:25,0.276,
3/10/21 3:30,0.291,
3/10/21 3:35,0.296,
3/10/21 3:40,0.328,
3/10/21 3:45,0.343,
3/10/21 3:50,0.208,
3/10/21 3:55,0.245,
3/10/21 4:00,0.297,
3/10/21 4:05,0.296,
3/10/21 4:10,0.239,
3/10/21 4:15,0.328,
3/10/21 4:20,0.224,
3/10/21 4:25,0.265,
3/10/21 4:30,0.239,
3/10/21 4:35,0.281,
3/10/21 4:40,0.281,
3/10/21 4:45,0.292,
3/10/21 4:50,0.255,
3/10/21 4:55,0.276,
3/10/21 5:00,0.25,
3/10/21 5:05,0.265,
3/10/21 5:10,0.26,
3/10/21 5:15,0.275,
3/10/21 5:20,0.229,
3/10/21 5:25,0.218,
3/10/21 5:30,0.271,
3/10/21 5:35,0.296,
3/10/21 5:40,0.276,
3/10/21 5:45,0.281,
3/10/21 5:50,0.26,
3/10/21 5:55,0.223,
3/10/21 6:00,0.25,
3/10/21 6:05,0.276,
3/10/21 6:10,0.202,
3/10/21 6:15,0.25,
3/10/21 6:20,0.244,
3/10/21 6:25,0.244,
3/10/21 6:30,0.281,
3/10/21 6:35,0.245,
3/10/21 6:40,0.229,
3/10/21 6:45,0.213,
3/10/21 6:50,0.234,
3/10/21 6:55,0.286,
3/10/21 7:00,0.213,
3/10/21 7:05,0.203,
3/10/21 7:10,0.26,
3/10/21 7:15,0.146,
3/10/21 7:20,0.207,
3/10/21 7:25,0.25,
3/10/21 7:30,0.203,
3/10/21 7:35,0.244,
3/10/21 7:40,0.245,
3/10/21 7:45,0.255,
3/10/21 7:50,0.245,
3/10/21 7:55,0.172,
3/10/21 8:00,0.151,
3/10/21 8:05,0.219,
3/10/21 8:10,0.244,
3/10/21 8:15,0.162,
3/10/21 8:20,0.161,
3/10/21 8:25,0.218,
3/10/21 8:30,0.188,
3/10/21 8:35,0.218,
3/10/21 8:40,0.255,
3/10/21 8:45,0.208,
3/10/21 8:50,0.213,
3/10/21 8:55,0.193,
3/10/21 9:00,0.177,
3/10/21 9:05,0.213,
3/10/21 9:10,0.234,
3/10/21 9:15,0.255,
3/10/21 9:20,0.151,
3/10/21 9:25,0.182,
3/10/21 9:30,0.161,
3/10/21 9:35,0.193,
3/10/21 9:40,0.141,
3/10/21 9:45,0.156,
3/10/21 9:50,0.224,
3/10/21 9:55,0.224,
3/10/21 10:00,0.203,
3/10/21 10:05,0.229,
3/10/21 10:10,0.213,
3/10/21 10:15,0.156,
3/10/21 10:20,0.198,
3/10/21 10:25,0.255,
3/10/21 10:30,0.218,
3/10/21 10:35,0.209,
3/10/21 10:40,0.207,
3/10/21 10:45,0.26,
3/10/21 10:50,0.224,
3/10/21 10:55,0.234,
3/10/21 11:00,0.245,
3/10/21 11:05,0.218,
3/10/21 11:10,0.167,
3/10/21 11:15,0.177,
3/10/21 11:20,0.218,
3/10/21 11:25,0.193,
3/10/21 11:30,0.187,
3/10/21 11:33,,
3/10/21 11:35,0.249,
3/10/21 11:40,0.246,
3/10/21 11:45,0.176,
3/10/21 11:50,0.25,
3/10/21 11:55,0.255,
3/10/21 12:00,0.265,
3/10/21 12:05,0.234,
3/10/21 12:10,0.261,
3/10/21 12:15,0.244,
3/10/21 12:20,0.302,
3/10/21 12:25,0.307,
3/10/21 12:30,0.431,
3/10/21 12:35,0.53,
3/10/21 12:40,0.686,
3/10/21 12:45,1.024,
3/10/21 12:50,1.492,
3/10/21 12:55,2.068,
3/10/21 13:00,2.717,
3/10/21 13:04,,
3/10/21 13:05,3.653,
3/10/21 13:10,4.679,
3/10/21 13:15,5.812,
3/10/21 13:20,7.222,
3/10/21 13:25,8.585,
3/10/21 13:30,7.834,
3/10/21 13:35,7.034,
3/10/21 13:40,12.803,
3/10/21 13:45,14.357,
3/10/21 13:50,13.273,
3/10/21 13:55,16.383,
3/10/21 14:00,18.998,
3/10/21 14:04,,
3/10/21 14:05,21.29,
3/10/21 14:10,22.321,
3/10/21 14:15,22.874,
3/10/21 14:20,23.462,
3/10/21 14:25,24.11,
3/10/21 14:30,24.706,
3/10/21 14:35,25.062,
3/10/21 14:40,25.828,
3/10/21 14:45,26.474,
3/10/21 14:50,26.621,
3/10/21 14:55,26.923,
3/10/21 15:00,27.483,
3/10/21 15:04,,
3/10/21 15:05,27.791,
3/10/21 15:10,28.003,
3/10/21 15:15,28.354,
3/10/21 15:20,28.58,
3/10/21 15:25,28.874,
3/10/21 15:30,28.961,
3/10/21 15:35,29.202,
3/10/21 15:40,29.222,
3/10/21 15:45,29.187,
3/10/21 15:50,29.408,
3/10/21 15:55,29.794,
3/10/21 16:00,29.806,
3/10/21 16:04,,
3/10/21 16:05,29.768,
3/10/21 16:10,30.003,
3/10/21 16:15,29.95,
3/10/21 16:20,30.108,
3/10/21 16:25,30.095,
3/10/21 16:30,30.195,
3/10/21 16:35,30.133,
3/10/21 16:40,30.257,
3/10/21 16:45,30.336,
3/10/21 16:50,30.232,
3/10/21 16:55,30.153,
3/10/21 17:00,30.087,
3/10/21 17:04,,
3/10/21 17:05,29.997,
3/10/21 17:10,30.004,
3/10/21 17:15,29.826,
3/10/21 17:20,29.759,
3/10/21 17:25,29.603,
3/10/21 17:30,29.56,
3/10/21 17:35,29.431,
3/10/21 17:40,29.134,
3/10/21 17:45,29.243,
3/10/21 17:50,29.079,
3/10/21 17:55,28.782,
3/10/21 18:00,28.488,
3/10/21 18:04,,
3/10/21 18:05,28.277,
3/10/21 18:10,28.02,
3/10/21 18:15,27.986,
3/10/21 18:20,27.751,
3/10/21 18:25,27.583,
3/10/21 18:30,27.392,
3/10/21 18:35,27.189,
3/10/21 18:40,27.012,
3/10/21 18:45,26.768,
3/10/21 18:50,26.451,
3/10/21 18:55,26.107,
3/10/21 19:00,25.977,
3/10/21 19:04,,
3/10/21 19:05,25.628,
3/10/21 19:10,25.426,
3/10/21 19:15,25.072,
3/10/21 19:20,24.713,
3/10/21 19:25,24.354,
3/10/21 19:30,23.892,
3/10/21 19:35,23.46,
3/10/21 19:40,23.068,
3/10/21 19:45,22.509,
3/10/21 19:50,21.656,
3/10/21 19:55,20.74,
3/10/21 20:00,19.747,
3/10/21 20:04,,
3/10/21 20:05,18.52,
3/10/21 20:10,17.152,
3/10/21 20:15,15.468,
3/10/21 20:20,14.393,
3/10/21 20:25,13.731,
3/10/21 20:30,12.565,
3/10/21 20:35,11.389,
3/10/21 20:40,11.694,
3/10/21 20:45,11.562,
3/10/21 20:50,10.44,
3/10/21 20:55,9.544,
3/10/21 21:00,9.196,
3/10/21 21:04,,
3/10/21 21:05,9.432,
3/10/21 21:10,9.276,
3/10/21 21:15,8.934,
3/10/21 21:20,9.761,
3/10/21 21:25,9.428,
3/10/21 21:30,9.173,
3/10/21 21:35,3.604,
3/10/21 21:40,6.901,
3/10/21 21:45,5.164,
3/10/21 21:50,0,
3/10/21 21:55,0,
3/10/21 22:00,6.358,
3/10/21 22:04,,
3/10/21 22:05,7.803,
3/10/21 22:10,7.716,
3/10/21 22:15,4.609,
3/10/21 22:20,0,
3/10/21 22:25,0,
3/10/21 22:30,0,
3/10/21 22:35,0,
3/10/21 22:40,0,
3/10/21 22:45,0,
3/10/21 22:50,0,
3/10/21 22:55,0,
3/10/21 23:00,0,
3/10/21 23:04,,
3/10/21 23:05,0,
3/10/21 23:10,0,
3/10/21 23:15,0,
3/10/21 23:20,0,
3/10/21 23:25,0,
3/10/21 23:30,0,
3/10/21 23:33,,
3/10/21 23:35,0,
3/10/21 23:40,0,
3/10/21 23:45,0,
3/10/21 23:50,0,
3/10/21 23:55,0,
3/11/21 0:00,0,
3/11/21 0:04,,
3/11/21 0:05,0,
3/11/21 0:10,0,
3/11/21 0:15,0,
3/11/21 0:20,0,
3/11/21 0:25,0,
3/11/21 0:30,0,
3/11/21 0:35,0,
3/11/21 0:40,0,
3/11/21 0:45,0,
3/11/21 0:50,0,
3/11/21 0:55,0,
3/11/21 1:00,0,
3/11/21 1:04,,
3/11/21 1:05,0,
3/11/21 1:10,0,
3/11/21 1:15,0,
3/11/21 1:20,0,
3/11/21 1:25,0,
3/11/21 1:30,0,
3/11/21 1:35,0,
3/11/21 1:40,0,
3/11/21 1:45,0,
3/11/21 1:50,0,
3/11/21 1:55,0,
3/11/21 2:00,0,
3/11/21 2:04,,
3/11/21 2:05,0,
3/11/21 2:10,0,
3/11/21 2:15,0,
3/11/21 2:20,0,
3/11/21 2:25,0,
3/11/21 2:30,0,
3/11/21 2:35,0,
3/11/21 2:40,0,
3/11/21 2:45,0,
3/11/21 2:50,0,
3/11/21 2:55,0,
3/11/21 3:00,0,
3/11/21 3:04,,
3/11/21 3:05,7.963,
3/11/21 3:10,10.258,
3/11/21 3:15,10.175,
3/11/21 3:20,10.14,
3/11/21 3:25,10.309,
3/11/21 3:30,10.95,
3/11/21 3:35,10.864,
3/11/21 3:40,10.597,
3/11/21 3:45,11.957,
3/11/21 3:50,12.498,
3/11/21 3:55,12.606,
3/11/21 4:00,13.38,
3/11/21 4:04,,
3/11/21 4:05,14.42,
3/11/21 4:10,14.108,
3/11/21 4:15,14.578,
3/11/21 4:20,14.694,
3/11/21 4:25,12.432,
3/11/21 4:30,12.286,
3/11/21 4:35,15.765,
3/11/21 4:40,16.692,
3/11/21 4:45,17.053,
3/11/21 4:50,16.106,
3/11/21 4:55,16.121,
3/11/21 5:00,17.069,
3/11/21 5:04,,
3/11/21 5:05,16.933,
3/11/21 5:10,17.102,
3/11/21 5:15,17.931,
3/11/21 5:20,18.384,
3/11/21 5:25,19.197,
3/11/21 5:30,19.503,
3/11/21 5:35,19.623,
3/11/21 5:40,19.832,
3/11/21 5:45,19.847,
3/11/21 5:50,19.966,
3/11/21 5:55,20.201,
3/11/21 6:00,20.213,
3/11/21 6:04,,
3/11/21 6:05,20.247,
3/11/21 6:10,20.388,
3/11/21 6:15,20.507,
3/11/21 6:20,20.81,
3/11/21 6:25,20.622,
3/11/21 6:30,20.815,
3/11/21 6:35,20.949,
3/11/21 6:40,20.921,
3/11/21 6:45,21.147,
3/11/21 6:50,21.075,
3/11/21 6:55,21.164,
3/11/21 7:00,21.002,
3/11/21 7:05,20.972,
3/11/21 7:10,20.925,
3/11/21 7:15,20.764,
3/11/21 7:20,20.482,
3/11/21 7:25,20.406,
3/11/21 7:30,20.34,
3/11/21 7:35,20.384,
3/11/21 7:40,20.187,
3/11/21 7:45,20.091,
3/11/21 7:50,20.28,
3/11/21 7:55,20.377,
3/11/21 8:00,20.575,
3/11/21 8:05,20.742,
3/11/21 8:10,20.944,
3/11/21 8:15,21.282,
3/11/21 8:20,21.575,
3/11/21 8:25,21.766,
3/11/21 8:30,22.083,
3/11/21 8:35,22.365,
3/11/21 8:40,22.614,
3/11/21 8:45,22.895,
3/11/21 8:50,22.959,
3/11/21 8:55,23.186,
3/11/21 9:00,23.598,
3/11/21 9:05,23.656,
3/11/21 9:10,24.049,
3/11/21 9:15,24.192,
3/11/21 9:20,24.513,
3/11/21 9:25,24.715,
3/11/21 9:30,25.185,
3/11/21 9:35,25.329,
3/11/21 9:40,25.606,
3/11/21 9:45,26.047,
3/11/21 9:50,26.127,
3/11/21 9:55,26.216,
3/11/21 10:00,26.583,
3/11/21 10:05,26.798,
3/11/21 10:10,26.781,
3/11/21 10:15,27.209,
3/11/21 10:20,27.022,
3/11/21 10:25,27.282,
3/11/21 10:30,27.378,
3/11/21 10:35,27.464,
3/11/21 10:40,27.547,
3/11/21 10:45,27.74,
3/11/21 10:50,27.702,
3/11/21 10:55,27.89,
3/11/21 11:00,27.844,
3/11/21 11:05,27.953,
3/11/21 11:10,28.113,
3/11/21 11:15,28.524,
3/11/21 11:20,28.784,
3/11/21 11:25,29.201,
3/11/21 11:30,29.326,
3/11/21 11:33,,
3/11/21 11:35,29.565,
3/11/21 11:40,29.799,
3/11/21 11:45,30.101,
3/11/21 11:50,30.273,
3/11/21 11:55,30.434,
3/11/21 12:00,30.476,
3/11/21 12:05,30.533,
3/11/21 12:10,30.622,
3/11/21 12:15,30.597,
3/11/21 12:20,30.622,
3/11/21 12:25,30.554,
3/11/21 12:30,30.664,
3/11/21 12:35,30.491,
3/11/21 12:40,30.534,
3/11/21 12:45,30.487,
3/11/21 12:50,30.414,
3/11/21 12:55,30.439,
3/11/21 13:00,30.424,
3/11/21 13:05,30.352,
3/11/21 13:10,30.269,
3/11/21 13:15,30.206,
3/11/21 13:20,30.217,
3/11/21 13:25,30.164,
3/11/21 13:30,30.2,
3/11/21 13:35,30.147,
3/11/21 13:40,30.039,
3/11/21 13:45,30.041,
3/11/21 13:50,29.978,
3/11/21 13:55,29.988,
3/11/21 14:00,29.878,
3/11/21 14:05,29.872,
3/11/21 14:10,29.972,
3/11/21 14:15,30.029,
3/11/21 14:20,30.054,
3/11/21 14:25,30.078,
3/11/21 14:28,,
3/11/21 14:30,30.137,
3/11/21 14:35,30.224,
3/11/21 14:36,,
3/11/21 14:37,,
3/11/21 14:40,30.122,
3/11/21 14:45,29.993,
3/11/21 14:50,30.146,
3/11/21 14:55,30.197,
3/11/21 15:00,30.206,
3/11/21 15:05,30.273,
3/11/21 15:10,30.123,
3/11/21 15:15,30.257,
3/11/21 15:20,30.326,
3/11/21 15:25,30.378,
3/11/21 15:30,30.319,
3/11/21 15:35,30.32,
3/11/21 15:37,,
3/11/21 15:40,30.211,
3/11/21 15:45,30.253,
3/11/21 15:50,30.133,
3/11/21 15:55,30.148,
3/11/21 16:00,30.092,
3/11/21 16:05,30.038,
3/11/21 16:10,30.03,
3/11/21 16:15,29.893,
3/11/21 16:20,29.832,
3/11/21 16:25,29.681,
3/11/21 16:30,29.587,
3/11/21 16:35,29.519,
3/11/21 16:37,,
3/11/21 16:40,29.509,
3/11/21 16:45,29.4,
3/11/21 16:50,29.249,
3/11/21 16:55,29.046,
3/11/21 17:00,28.983,
3/11/21 17:05,28.786,
3/11/21 17:10,28.739,
3/11/21 17:15,28.556,
3/11/21 17:20,28.672,
3/11/21 17:25,28.459,
3/11/21 17:30,28.363,
3/11/21 17:35,28.293,
3/11/21 17:37,,
3/11/21 17:40,28.229,
3/11/21 17:45,28.073,
3/11/21 17:50,28.047,
3/11/21 17:55,27.85,
3/11/21 18:00,27.771,
3/11/21 18:05,27.669,
3/11/21 18:10,27.375,
3/11/21 18:15,27.262,
3/11/21 18:20,27.234,
3/11/21 18:25,27.22,
3/11/21 18:30,26.955,
3/11/21 18:35,26.804,
3/11/21 18:37,,
3/11/21 18:40,26.689,
3/11/21 18:45,26.705,
3/11/21 18:50,26.492,
3/11/21 18:55,26.326,
3/11/21 19:00,26.097,
3/11/21 19:05,26.06,
3/11/21 19:10,25.81,
3/11/21 19:15,25.634,
3/11/21 19:20,25.44,
3/11/21 19:25,25.248,
3/11/21 19:30,25.088,
3/11/21 19:35,24.858,
3/11/21 19:37,,
3/11/21 19:40,24.5,
3/11/21 19:45,24.286,
3/11/21 19:50,24.067,
3/11/21 19:55,23.776,
3/11/21 20:00,23.465,
3/11/21 20:05,23.203,
3/11/21 20:10,22.898,
3/11/21 20:15,22.58,
3/11/21 20:20,21.931,
3/11/21 20:25,21.275,
3/11/21 20:30,20.299,
3/11/21 20:35,18.677,
3/11/21 20:37,,
3/11/21 20:40,17.586,
3/11/21 20:45,17.835,
3/11/21 20:50,14.764,
3/11/21 20:55,16.298,
3/11/21 21:00,16.368,
3/11/21 21:05,15.77,
3/11/21 21:10,15.504,
3/11/21 21:15,15.972,
3/11/21 21:20,15.925,
3/11/21 21:25,15.352,
3/11/21 21:30,14.338,
3/11/21 21:35,15.156,
3/11/21 21:37,,
3/11/21 21:40,14.39,
3/11/21 21:45,14.317,
3/11/21 21:50,13.108,
3/11/21 21:55,14.133,
3/11/21 22:00,13.255,
3/11/21 22:05,13.23,
3/11/21 22:10,13.984,
3/11/21 22:15,13.614,
3/11/21 22:20,12.602,
3/11/21 22:25,12.977,
3/11/21 22:30,13.672,
3/11/21 22:35,13.428,
3/11/21 22:37,,
3/11/21 22:40,12.613,
3/11/21 22:45,12.305,
3/11/21 22:50,13.751,
3/11/21 22:55,13.714,
3/11/21 23:00,13.741,
3/11/21 23:05,13.245,
3/11/21 23:10,13.829,
3/11/21 23:15,13.553,
3/11/21 23:20,13.01,
3/11/21 23:25,13.293,
3/11/21 23:30,13.126,
3/11/21 23:35,13.625,
3/11/21 23:37,,
3/11/21 23:40,13.072,
3/11/21 23:45,12.252,
3/11/21 23:50,10.657,
3/11/21 23:55,12.567,
3/12/21 0:00,12.944,
3/12/21 0:05,13.163,
3/12/21 0:10,12.902,
3/12/21 0:15,12.357,
3/12/21 0:20,11.013,
3/12/21 0:25,11.543,
3/12/21 0:30,11.791,
3/12/21 0:35,11.864,
3/12/21 0:37,,
3/12/21 0:40,11.821,
3/12/21 0:45,12.149,
3/12/21 0:50,12.106,
3/12/21 0:55,12.335,
3/12/21 1:00,12.19,
3/12/21 1:05,11.528,
3/12/21 1:10,11.926,
3/12/21 1:15,11.445,
3/12/21 1:20,11.405,
3/12/21 1:25,11.197,
3/12/21 1:30,10.707,
3/12/21 1:35,10.136,
3/12/21 1:37,,
3/12/21 1:40,10.097,
3/12/21 1:45,9.771,
3/12/21 1:50,10.227,
3/12/21 1:55,8.986,
3/12/21 2:00,9.878,
3/12/21 2:05,8.607,
3/12/21 2:10,9.495,
3/12/21 2:15,8.344,
3/12/21 2:20,7.12,
3/12/21 2:25,9.649,
3/12/21 2:30,8.256,
3/12/21 2:35,9.549,
3/12/21 2:37,,
3/12/21 2:40,8.413,
3/12/21 2:45,8.292,
3/12/21 2:50,9.527,
3/12/21 2:55,9.604,
3/12/21 3:00,9.578,
3/12/21 3:05,9.443,
3/12/21 3:10,9.334,
3/12/21 3:15,9.22,
3/12/21 3:20,9.011,
3/12/21 3:25,9.011,
3/12/21 3:30,8.745,
3/12/21 3:35,8.881,
3/12/21 3:40,8.632,
3/12/21 3:41,,
3/12/21 3:45,6.906,
3/12/21 3:50,0,
3/12/21 3:55,0,
3/12/21 4:00,0,
3/12/21 4:05,0,
3/12/21 4:10,0,
3/12/21 4:15,0,
3/12/21 4:20,0,
3/12/21 4:25,0,
3/12/21 4:30,0,
3/12/21 4:35,0,
3/12/21 4:40,0,
3/12/21 4:45,0,
3/12/21 4:50,0,
3/12/21 4:55,0,
3/12/21 5:00,0,
3/12/21 5:05,0,
3/12/21 5:10,0,
3/12/21 5:15,0,
3/12/21 5:20,0,
3/12/21 5:25,0,
3/12/21 5:30,0,
3/12/21 5:35,0,
3/12/21 5:40,0,
3/12/21 5:45,0,
3/12/21 5:50,0,
3/12/21 5:55,0,
3/12/21 6:00,0,
3/12/21 6:05,0,
3/12/21 6:10,0,
3/12/21 6:15,0,
3/12/21 6:20,0,
3/12/21 6:25,0,
3/12/21 6:30,0,
3/12/21 6:35,0,
3/12/21 6:40,0,
3/12/21 6:45,0,
3/12/21 6:50,0,
3/12/21 6:55,0,
3/12/21 7:00,0,
3/12/21 7:05,0,
3/12/21 7:10,0,
3/12/21 7:15,0,
3/12/21 7:20,0,
3/12/21 7:25,0,
3/12/21 7:30,0,
3/12/21 7:35,0,
3/12/21 7:40,0,
3/12/21 7:45,0,
3/12/21 7:50,0,
3/12/21 7:55,0,
3/12/21 8:00,0,
3/12/21 8:05,0,
3/12/21 8:10,0,
3/12/21 8:15,0,
3/12/21 8:20,0,
3/12/21 8:25,0,
3/12/21 8:30,0,
3/12/21 8:35,0,
3/12/21 8:40,0,
3/12/21 8:45,0,
3/12/21 8:50,0,
3/12/21 8:55,0,
3/12/21 9:00,0,
3/12/21 9:05,0,
3/12/21 9:10,0,
3/12/21 9:15,0,
3/12/21 9:20,0,
3/12/21 9:25,0,
3/12/21 9:30,0,
3/12/21 9:35,0,
3/12/21 9:40,0,
3/12/21 9:45,0,
3/12/21 9:50,0,
3/12/21 9:55,0,
3/12/21 10:00,0,
3/12/21 10:05,0,
3/12/21 10:10,0,
3/12/21 10:15,0,
3/12/21 10:20,0,
3/12/21 10:25,0,
3/12/21 10:30,0,
3/12/21 10:35,0,
3/12/21 10:40,0,
3/12/21 10:45,0,
3/12/21 10:50,0,
3/12/21 10:55,0,
3/12/21 11:00,0,
3/12/21 11:05,0,
3/12/21 11:10,0,
3/12/21 11:15,0,
3/12/21 11:20,0,
3/12/21 11:25,0,
3/12/21 11:30,0,
3/12/21 11:35,0,
3/12/21 11:40,0,
3/12/21 11:45,0,
3/12/21 11:50,0,
3/12/21 11:55,0,
3/12/21 12:00,0,
3/12/21 12:05,0,
3/12/21 12:10,0,
3/12/21 12:15,0,
3/12/21 12:20,0,
3/12/21 12:25,0,
3/12/21 12:30,0,
3/12/21 12:35,0,
3/12/21 12:40,0,
3/12/21 12:45,3.245,
3/12/21 12:50,5.317,
3/12/21 12:55,5.425,
3/12/21 13:00,5.484,
3/12/21 13:05,5.556,
3/12/21 13:10,5.738,
3/12/21 13:15,5.41,
3/12/21 13:20,1.195,
3/12/21 13:25,0,
3/12/21 13:30,0,
3/12/21 13:35,0,
3/12/21 13:40,0,
3/12/21 13:45,0,
3/12/21 13:50,0,
3/12/21 13:55,0,
3/12/21 14:00,0,
3/12/21 14:05,0,
3/12/21 14:10,0,
3/12/21 14:15,0,
3/12/21 14:20,0,
3/12/21 14:25,0,
3/12/21 14:30,0,
3/12/21 14:35,0,
3/12/21 14:37,,
3/12/21 14:40,0,
3/12/21 14:45,0,
3/12/21 14:50,0,
3/12/21 14:55,0,
3/12/21 15:00,0,
3/12/21 15:05,0,
3/12/21 15:10,0,
3/12/21 15:15,0,
3/12/21 15:20,0,
3/12/21 15:25,0,
3/12/21 15:30,0,
3/12/21 15:35,0,
3/12/21 15:40,0,
3/12/21 15:45,0,
3/12/21 15:50,0,
3/12/21 15:55,0,
3/12/21 16:00,0,
